college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
350095,OT,Trevor Reid,2021,Louisville,KYLO,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
350163,IB,Jay Higgins,2020,Iowa,IAUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
350163,IB,Jay Higgins,2021,Iowa,IAUN,,,,,,,,,,,,,0,0,0,3,5,0,,0,,,,,,,,,,,0,0
350163,IB,Jay Higgins,2022,Iowa,IAUN,,,,,,,,,,,,,0,0,0.5,20,38,1.5,,0,,,,,,3,3,1,0,3,,
350163,IB,Jay Higgins,2023,Iowa,IAUN,,,,,,,,,,,,,3,3,2,79,171,5,1,0,,,,,,,,,,,0,0
350163,IB,Jay Higgins,2024,Iowa,IAUN,,,,,,,,,,,,,5,6,1,53,124,2.5,4,0,,,,,,,,,,,0,0
350170,OC,Gus Hartwig,2020,Purdue,INPU,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
350170,OC,Gus Hartwig,2022,Purdue,INPU,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
350170,OC,Gus Hartwig,2024,Purdue,INPU,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
350247,DS,Ryan Watts,2020,Ohio State,OHST,,,,,,,,,,,,,0,0,0,5,5,0,,0,,,,,,,,,,,,
350247,DS,Ryan Watts,2021,Ohio State,OHST,,,,,,,,,,,,,0,0,0,5,6,0,2,0,,,,,,,,,,,,
350247,DS,Ryan Watts,2022,Texas,TXUN,,,,,,,,,,,,,3,1,1,35,51,4,1,0,,,,,,,,,,,,
350247,DS,Ryan Watts,2023,Texas,TXUN,,,,,,,,,,,,,3,0,0,30,37,1,,0,,,,,,,,,,,,
350269,IB,Curtis Jacobs,2020,Penn State,PAST,,,,,,,,,,,,,1,0,0,6,9,0.5,,0,,,,,,,,,,,,
350269,IB,Curtis Jacobs,2021,Penn State,PAST,,,,,,,,,,1,0,18,0,1,3,39,61,7,1,0,,,,,,,,,,,,
350269,IB,Curtis Jacobs,2022,Penn State,PAST,,,,,,,,,,,,,2,2,4,27,49,7.5,1,1,,,,,,,,,,,0,0
350269,IB,Curtis Jacobs,2023,Penn State,PAST,,,,,,,,,,,,,0,5,2.5,31,50,9,,0,,,,,,,,,,,0,0
350271,WR,Keandre Lambert,2020,Penn State,PAST,,,,,,,,,,14,0,132,,,,,,,,,,,,,,,,,,,,
350271,WR,Keandre Lambert,2021,Penn State,PAST,,,,,,,,,,34,3,521,0,0,0,2,2,0,,0,,,,,,,,,,,,
350271,WR,Keandre Lambert,2022,Penn State,PAST,2,2,73,1,1,0,,,,24,4,389,,,,,,,,,,,,,,,,,,,,
350271,WR,Keandre Lambert,2023,Penn State,PAST,1,0,0,0,0,0,2,0,0,53,4,673,,,,,,,,,,,,,,,,,,,,
350271,WR,Keandre Lambert,2024,Auburn,ALAU,,,,,,,,,,50,8,981,0,0,0,1,1,0,,0,,,,,,,,,,,,
350287,WR,Traeshon Holden,2021,Alabama,ALUN,,,,,,,,,,21,1,239,0,0,0,0,1,0,,0,,,,,,,,,,,,
350287,WR,Traeshon Holden,2022,Alabama,ALUN,,,,,,,,,,25,6,331,,,,,,,,,,,,,,,,,,,,
350287,WR,Traeshon Holden,2023,Oregon,ORUN,,,,,,,2,12,1,37,6,452,0,0,0,1,1,0,,0,,,,,,,,,,,,
350287,WR,Traeshon Holden,2024,Oregon,ORUN,,,,,,,2,22,0,45,5,718,,,,,,,,,,,,,,,,,,,1,0
350319,OG,Trente Jones,2022,Michigan,MIUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
350438,DC,Garnett Hollis Jr.,2021,Northwestern,ILNW,,,,,,,,,,,,,0,0,0,2,5,0,,0,,,,,,,,,,,,
350438,DC,Garnett Hollis Jr.,2022,Northwestern,ILNW,,,,,,,,,,,,,3,0,0,16,25,0,1,0,,,,,,,,,,,,
350438,DC,Garnett Hollis Jr.,2023,Northwestern,ILNW,,,,,,,,,,,,,2,0,0,30,45,2.5,1,0,,,,,,,,,,,0,0
350438,DC,Garnett Hollis Jr.,2024,West Virginia,WVUN,,,,,,,,,,,,,6,0,0,27,46,1,,0,,,,,,,,,,,0,0
350458,DS,Glendon Miller,2021,Maryland,MDUN,,,,,,,,,,,,,0,0,0,5,8,0,,0,,,,,,,,,,,,
350458,DS,Glendon Miller,2022,Maryland,MDUN,,,,,,,,,,,,,1,0,0,13,16,1,,0,,,,,,,,,,,0,0
350458,DS,Glendon Miller,2023,Maryland,MDUN,,,,,,,,,,,,,5,0,0,25,36,1,4,1,,,,,,,,,,,,
350458,DS,Glendon Miller,2024,Maryland,MDUN,,,,,,,,,,,,,2,0,0,26,39,3,4,0,,,,,,,,,,,1,0
350479,DC,Tarheeb Still,2020,Maryland,MDUN,,,,,,,,,,,,,8,0,0,18,20,0,,0,,,,,,,,,,,,
350479,DC,Tarheeb Still,2021,Maryland,MDUN,,,,,,,,,,,,,11,0,2,40,55,3,,1,,,,,,7.8,92,22,1,172,3,0
350479,DC,Tarheeb Still,2022,Maryland,MDUN,,,,,,,,,,,,,1,0,0,35,45,4,1,0,,,,,,6.4,18,16,0,103,1,0
350479,DC,Tarheeb Still,2023,Maryland,MDUN,,,,,,,,,,,,,2,0,0,31,45,2,5,0,0,0,1,0,0,3.8,10,5,0,19,,
350535,OT,Bryce Cabledue,2023,Kansas,KSUN,,,,,,,0,-2,0,,,,,,,,,,,,,,,,,,,,,,,
350552,WR,Ricky White,2020,Michigan State,MIST,,,,,,,,,,10,1,223,,,,,,,,,,,,,,,,,,,,
350552,WR,Ricky White,2022,UNLV,NVLV,,,,,,,1,3,0,51,4,619,0,0,0,1,1,0,,0,,,,,,,,,,,2,2
350552,WR,Ricky White,2023,UNLV,NVLV,,,,,,,1,1,0,88,8,1483,0,0,0,1,1,0,,0,,,,,,,,,,,,
350552,WR,Ricky White,2024,UNLV,NVLV,,,,,,,1,1,0,79,11,1041,0,0,0,2,2,0,,1,,,,,,34.5,51,2,1,69,1,0
350636,TE,Tip Reiman,2020,Illinois,ILUN,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
350636,TE,Tip Reiman,2021,Illinois,ILUN,,,,,,,,,,3,1,43,,,,,,,,,,,,,,,,,,,,
350636,TE,Tip Reiman,2022,Illinois,ILUN,,,,,,,,,,19,1,173,,,,,,,,,3,3,1,0,3,,,,,,,
350636,TE,Tip Reiman,2023,Illinois,ILUN,,,,,,,,,,19,3,203,,,,,,,,,7,14,2,0,14,,,,,,,
350669,DC,Jakob Robinson,2020,Utah State,UTST,,,,,,,,,,,,,0,0,1,6,8,1,,0,,,,,,,,,,,,
350669,DC,Jakob Robinson,2021,BYU,UTBY,,,,,,,,,,,,,4,0,0,23,28,0,3,0,,,,,,,,,,,,
350669,DC,Jakob Robinson,2022,BYU,UTBY,,,,,,,,,,,,,5,0,0,30,42,1.5,1,0,,,,,,,,,,,,
350669,DC,Jakob Robinson,2023,BYU,UTBY,,,,,,,,,,,,,7,0,0,39,59,1,4,1,,,,,,,,,,,,
350669,DC,Jakob Robinson,2024,BYU,UTBY,,,,,,,,,,,,,5,2,0,28,43,5,3,0,,,,,,,,,,,0,0
350674,DE,Antwuan Powell,2021,Florida,FLUN,,,,,,,,,,,,,0,0,1.5,3,5,1.5,,0,,,,,,,,,,,,
350674,DE,Antwuan Powell,2022,Florida,FLUN,,,,,,,,,,,,,1,3,3,11,27,6,,0,,,,,,,,,,,,
350674,DE,Antwuan Powell,2023,Virginia Tech,VAPI,,,,,,,,,,,,,0,6,9.5,22,38,13.5,,0,,,,,,,,,,,0,0
350674,DE,Antwuan Powell,2024,Virginia Tech,VAPI,,,,,,,,,,,,,0,8,15.5,29,42,18.5,,0,,,,,,,,,,,0,0
350683,OT,Brandon Crenshaw-Dickson,2021,San Diego State,CASS,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
350683,OT,Brandon Crenshaw-Dickson,2024,Florida,FLUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
350698,DC,Dwight McGlothern,2020,LSU,LAST,,,,,,,,,,,,,2,0,0,8,9,0,,0,,,,,,,,,,,,
350698,DC,Dwight McGlothern,2021,LSU,LAST,,,,,,,,,,,,,5,1,0,25,31,2,1,1,,,,,,,,,,,,
350698,DC,Dwight McGlothern,2022,Arkansas,ARUN,,,,,,,,,,,,,9,0,0,37,42,0,4,0,,,,,,,,,,,0,0
350698,DC,Dwight McGlothern,2023,Arkansas,ARUN,,,,,,,,,,,,,6,0,0,19,20,3,3,0,,,,,,,,,,,,
350805,DC,Nohl Williams,2020,UNLV,NVLV,,,,,,,,,,,,,1,0,0,14,25,0,1,0,,,,,,,,,,,0,0
350805,DC,Nohl Williams,2021,UNLV,NVLV,,,,,,,,,,,,,3,0,0,27,33,0,1,0,15.3,22,8,0,122,7,22,4,0,28,1,1
350805,DC,Nohl Williams,2022,UNLV,NVLV,,,,,,,,,,,,,5,0,0,23,39,1,3,0,23,36,6,0,138,6.6,14,7,0,46,0,0
350805,DC,Nohl Williams,2023,California,CAUN,,,,,,,,,,,,,3,0,0,37,52,3,2,0,,,,,,-1,2,2,0,-2,1,1
350805,DC,Nohl Williams,2024,California,CAUN,,,,,,,,,,,,,8,1,0,32,51,1,7,2,27.6,80,12,1,331,,,,,,1,1
351068,TE,Luke Lachey,2021,Iowa,IAUN,,,,,,,,,,8,0,133,,,,,,,,,,,,,,,,,,,1,0
351068,TE,Luke Lachey,2022,Iowa,IAUN,,,,,,,,,,28,4,398,0,0,0,2,2,0,,0,,,,,,,,,,,,
351068,TE,Luke Lachey,2023,Iowa,IAUN,,,,,,,,,,10,0,131,,,,,,,,,,,,,,,,,,,,
351068,TE,Luke Lachey,2024,Iowa,IAUN,,,,,,,,,,28,0,231,,,,,,,,,,,,,,,,,,,,
351069,DT,Logan Lee,2020,Iowa,IAUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
351069,DT,Logan Lee,2021,Iowa,IAUN,,,,,,,,,,,,,1,1,3,17,48,5,,0,,,,,,,,,,,0,0
351069,DT,Logan Lee,2022,Iowa,IAUN,,,,,,,,,,,,,3,1,3,17,47,7.5,,0,,,,,,,,,,,0,0
351069,DT,Logan Lee,2023,Iowa,IAUN,,,,,,,,,,,,,3,1,3,19,55,5.5,,0,,,,,,,,,,,,
351079,QB,Payton Thorne,2020,Michigan State,MIST,85,48,582,0.565,3,3,25,47,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,2,1
351079,QB,Payton Thorne,2021,Michigan State,MIST,389,235,3240,0.604,27,10,82,181,4,1,0,15,0,0,0,1,1,0,,0,,,,,,,,,,,4,2
351079,QB,Payton Thorne,2022,Michigan State,MIST,387,242,2679,0.625,19,11,60,42,1,,,,,,,,,,,,,,,,,,,,,,1,1
351079,QB,Payton Thorne,2023,Auburn,ALAU,265,162,1755,0.611,16,10,134,515,3,,,,,,,,,,,,,,,,,,,,,,4,1
351079,QB,Payton Thorne,2024,Auburn,ALAU,317,199,2713,0.628,21,9,112,283,2,,,,,,,,,,,,,,,,,,,,,,2,1
351143,TE,Ben Yurosek,2020,Stanford,CAST,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
351143,TE,Ben Yurosek,2021,Stanford,CAST,,,,,,,2,11,0,42,3,653,0,0,0,1,1,0,,0,,,,,,,,,,,,
351143,TE,Ben Yurosek,2022,Stanford,CAST,,,,,,,1,50,0,49,1,445,,,,,,,,,,,,,,,,,,,2,2
351143,TE,Ben Yurosek,2023,Stanford,CAST,,,,,,,11,53,0,16,1,239,,,,,,,,,,,,,,,,,,,,
351143,TE,Ben Yurosek,2024,Georgia,GAUN,,,,,,,,,,15,0,185,,,,,,,,,,,,,,,,,,,,
351261,OG,Joshua Gray,2020,Oregon State,ORST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
351261,OG,Joshua Gray,2023,Oregon State,ORST,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
351261,OG,Joshua Gray,2024,Oregon State,ORST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
351300,DT,CJ West,2020,Kent State,OHKS,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
351300,DT,CJ West,2021,Kent State,OHKS,,,,,,,,,,,,,1,0,5,22,42,9,,0,,,,,,,,,,,0,0
351300,DT,CJ West,2022,Kent State,OHKS,,,,,,,,,,,,,0,1,1,13,26,4.5,,0,,,,,,,,,,,,
351300,DT,CJ West,2023,Kent State,OHKS,,,,,,,,,,,,,0,4,1,19,39,6,,0,,,,,,,,,,,,
351300,DT,CJ West,2024,Indiana,INUN,,,,,,,,,,,,,1,0,2,14,42,7.5,,0,,,,,,,,,,,0,0
351359,DC,Robert Longerbeam,2021,Rutgers,NJRU,,,,,,,,,,,,,9,0,0,22,31,0,,0,,,,,,,,,,,,
351359,DC,Robert Longerbeam,2022,Rutgers,NJRU,,,,,,,,,,,,,4,0,1,27,36,2,2,0,,,,,,,,,,,,
351359,DC,Robert Longerbeam,2023,Rutgers,NJRU,,,,,,,,,,,,,8,0,1,27,39,1,1,0,,,,,,,,,,,0,0
351359,DC,Robert Longerbeam,2024,Rutgers,NJRU,,,,,,,,,,,,,11,0,0,25,42,1.5,2,0,,,,,,,,,,,,
351603,DC,O'Donnell Fortune,2020,South Carolina,SCUN,,,,,,,,,,,,,0,0,0,2,3,0,,0,,,,,,,,,,,,
351603,DC,O'Donnell Fortune,2021,South Carolina,SCUN,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,0,0
351603,DC,O'Donnell Fortune,2022,South Carolina,SCUN,,,,,,,,,,,,,1,0,0,12,14,0,2,1,,,,,,,,,,,,
351603,DC,O'Donnell Fortune,2023,South Carolina,SCUN,,,,,,,,,,,,,6,0,0,30,39,1,2,0,,,,,,,,,,,,
351603,DC,O'Donnell Fortune,2024,South Carolina,SCUN,,,,,,,,,,,,,3,0,0,41,47,2,3,0,,,,,,,,,,,,
351662,TE,Caden Prieskorn,2020,Memphis,TNMS,,,,,,,,,,3,0,33,,,,,,,,,0,0,1,0,0,,,,,,1,1
351662,TE,Caden Prieskorn,2021,Memphis,TNMS,,,,,,,,,,4,0,46,,,,,,,,,0,0,1,0,0,,,,,,,
351662,TE,Caden Prieskorn,2022,Memphis,TNMS,,,,,,,,,,48,7,602,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
351662,TE,Caden Prieskorn,2023,Ole Miss,MSUN,,,,,,,,,,30,4,449,0,0,0,1,1,0,,0,0,0,1,0,0,,,,,,,
351662,TE,Caden Prieskorn,2024,Ole Miss,MSUN,,,,,,,,,,27,3,401,,,,,,,,,,,,,,,,,,,,
351743,QB,Brady Cook,2020,Missouri,MOUN,7,6,72,0.857,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
351743,QB,Brady Cook,2021,Missouri,MOUN,58,46,345,0.793,2,0,22,92,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,1,0
351743,QB,Brady Cook,2022,Missouri,MOUN,379,244,2727,0.644,13,7,139,590,6,,,,,,,,,,,,,,,,,,,,,,3,3
351743,QB,Brady Cook,2023,Missouri,MOUN,367,243,3302,0.662,21,6,113,319,8,,,,,,,,,,,,,,,,,,,,,,3,0
351743,QB,Brady Cook,2024,Missouri,MOUN,320,200,2525,0.625,11,2,87,223,5,,,,,,,,,,,,,,,,,,,,,,3,1
352239,DT,Nash Hutmacher,2022,Nebraska,NEUN,,,,,,,,,,,,,0,0,0,5,15,0.5,,0,,,,,,,,,,,,
352239,DT,Nash Hutmacher,2023,Nebraska,NEUN,,,,,,,,,,,,,2,4,4.5,14,40,8,,0,,,,,,,,,,,,
352239,DT,Nash Hutmacher,2024,Nebraska,NEUN,,,,,,,,,,,,,0,1,2,15,24,4,,0,,,,,,,,,,,,
352510,WR,Antwane Wells Jr.,2022,South Carolina,SCUN,,,,,,,3,10,1,68,6,928,0,0,0,1,1,0,,0,,,,,,,,,,,3,1
352510,WR,Antwane Wells Jr.,2023,South Carolina,SCUN,,,,,,,,,,3,1,37,,,,,,,,,,,,,,,,,,,,
352510,WR,Antwane Wells Jr.,2024,Ole Miss,MSUN,,,,,,,5,4,0,28,6,553,0,0,0,1,1,0,,0,,,,,,,,,,,1,1
352880,WR,Efton Chism III,2021,Eastern Washington,WAEA,,,,,,,,,,3,1,65,0,0,0,1,1,0,,0,,,,,,-0.5,0,2,0,-1,,
352880,WR,Efton Chism III,2022,Eastern Washington,WAEA,,,,,,,4,-11,0,59,6,558,,,,,,,,,21.5,47,18,0,387,1.3,10,4,0,5,,
352880,WR,Efton Chism III,2023,Eastern Washington,WAEA,,,,,,,1,8,0,77,8,853,,,,,,,,,20,29,2,0,40,6.4,11,5,0,32,1,1
352880,WR,Efton Chism III,2024,Eastern Washington,WAEA,2,0,0,0,0,0,,,,119,13,1300,,,,,,,,,,,,,,7.4,32,9,0,67,,
353042,DC,Zy Alexander,2023,LSU,LAST,,,,,,,,,,,,,7,0,0,30,44,0,2,0,,,,,,,,,,,,
353042,DC,Zy Alexander,2024,LSU,LAST,,,,,,,,,,,,,4,0,1,20,33,2.5,2,0,,,,,,,,,,,,
353094,WR,Dallas Daniels,2021,Western Illinois,ILWE,,,,,,,,,,5,0,39,,,,,,,,,,,,,,,,,,,,
353094,WR,Dallas Daniels,2022,Jackson State,MSJA,,,,,,,1,-1,0,56,3,572,,,,,,,,,,,,,,,,,,,1,0
353353,DC,Myles Harden,2021,South Dakota,SDVE,,,,,,,,,,,,,0,0,0,4,4,2,,0,,,,,,,,,,,0,0
353353,DC,Myles Harden,2022,South Dakota,SDVE,,,,,,,,,,,,,0,0,1,5,5,2,3,0,,,,,,,,,,,0,0
353353,DC,Myles Harden,2023,South Dakota,SDVE,,,,,,,,,,,,,0,0,0,4,4,1,1,0,,,,,,,,,,,0,0
353410,QB,Shedeur Sanders,2021,Jackson State,MSJA,41,28,259,0.683,1,1,9,-5,0,,,,,,,,,,,,,,,,,,,,,,8,5
353410,QB,Shedeur Sanders,2022,Jackson State,MSJA,454,322,3386,0.709,36,6,75,161,4,,,,,,,,,,,,,,,,,,,,,,5,3
353410,QB,Shedeur Sanders,2023,Colorado,COUN,430,298,3230,0.693,27,3,111,-77,4,,,,,,,,,,,,,,,,,,,,,,5,2
353410,QB,Shedeur Sanders,2024,Colorado,COUN,477,353,4134,0.74,37,10,100,-50,4,,,,,,,,,,,,,,,,,,,,,,4,1
353565,DC,Marcus Harris,2021,Idaho,IDUN,,,,,,,,,,,,,0,0,0,4,9,1,,0,,,,,,,,,,,,
353565,DC,Marcus Harris,2022,Idaho,IDUN,,,,,,,,,,,,,3,1,0,0,9,0,2,0,,,,,,,,,,,0,0
353565,DC,Marcus Harris,2023,Idaho,IDUN,,,,,,,,,,,,,2,0,0,6,7,0,3,0,,,,,,,,,,,,
353565,DC,Marcus Harris,2024,California,CAUN,,,,,,,,,,,,,5,0,0,33,44,2.5,2,0,,,,,,,,,,,,
353728,OG,Nash Jones,2023,Texas State,TXSW,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
353749,IB,Teddye Buchanan,2021,UC Davis,CADA,,,,,,,,,,,,,0,0,1,4,8,1,1,0,,,,,,,,,,,,
353749,IB,Teddye Buchanan,2022,UC Davis,CADA,,,,,,,,,,,,,0,1,0,5,8,0,3,0,,,,,,,,,,,0,0
353749,IB,Teddye Buchanan,2023,UC Davis,CADA,,,,,,,,,,,,,0,0,0,0,5,0.5,3,0,,,,,,,,,,,,
353749,IB,Teddye Buchanan,2024,California,CAUN,,,,,,,,,,,,,4,6,5,42,108,12,,0,,,,,,,,,,,,
354509,IB,Chandler Martin,2023,Memphis,TNMS,,,,,,,,,,,,,2,3,3,66,94,17,2,1,,,,,,,,,,,0,0
354509,IB,Chandler Martin,2024,Memphis,TNMS,,,,,,,,,,,,,4,10,6.5,59,110,15.5,1,1,,,,,,,,,,,0,0
354742,OG,Luke Newman,2024,Michigan State,MIST,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
355296,DE,Elijah Ponder,2021,Cal Poly,CASL,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,,
355296,DE,Elijah Ponder,2022,Cal Poly,CASL,,,,,,,,,,,,,0,1,0,4,4,1,,0,,,,,,,,,,,,
355296,DE,Elijah Ponder,2023,Cal Poly,CASL,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,0,0
355296,DE,Elijah Ponder,2024,Cal Poly,CASL,,,,,,,,,,,,,2,0,1,2,4,2.5,,0,,,,,,,,,,,0,0
356720,WR,Jalen Coker,2021,Holy Cross,MAHC,,,,,,,,,,3,0,47,,,,,,,,,,,,,,,,,,,1,1
356720,WR,Jalen Coker,2022,Holy Cross,MAHC,1,1,36,1,1,0,1,0,0,50,11,914,,,,,,,,,,,,,,,,,,,0,0
356720,WR,Jalen Coker,2023,Holy Cross,MAHC,,,,,,,2,3,0,59,15,1035,,,,,,,,,,,,,,4.3,13,11,0,47,,
357610,IB,Aaron Smith,2021,South Carolina State,SCST,,,,,,,,,,,,,0,0,0,4,7,0,,0,,,,,,,,,,,0,0
357610,IB,Aaron Smith,2022,South Carolina State,SCST,,,,,,,,,,,,,0,0,0,5,12,1,,0,,,,,,,,,,,,
357610,IB,Aaron Smith,2023,South Carolina State,SCST,,,,,,,,,,,,,0,1,1,9,15,2.5,,0,,,,,,,,,,,,
357610,IB,Aaron Smith,2024,South Carolina State,SCST,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
359504,QB,Ethan Garbers,2021,UCLA,CALA,51,31,305,0.608,2,2,18,31,0,,,,,,,,,,,,,,,,,,,,,,1,0
359504,QB,Ethan Garbers,2022,UCLA,CALA,37,26,294,0.703,2,2,7,0,2,,,,,,,,,,,,,,,,,,,,,,1,0
359504,QB,Ethan Garbers,2023,UCLA,CALA,146,98,1136,0.671,11,3,35,127,0,1,0,5,0,0,0,1,1,0,,0,,,,,,,,,,,1,0
359504,QB,Ethan Garbers,2024,UCLA,CALA,363,235,2727,0.647,16,11,83,137,1,,,,,,,,,,,,,,,,,,,,,,7,5
359521,DT,Jay Toia,2021,UCLA,CALA,,,,,,,,,,,,,1,0,0,7,8,0,,0,,,,,,,,,,,,
359521,DT,Jay Toia,2022,UCLA,CALA,,,,,,,,,,,,,1,1,1,8,20,1,,0,,,,,,,,,,,,
359521,DT,Jay Toia,2023,UCLA,CALA,,,,,,,,,,,,,1,0,1,18,28,4,,0,,,,,,,,,,,,
359521,DT,Jay Toia,2024,UCLA,CALA,,,,,,,,,,,,,1,3,1,15,25,2,,0,,,,,,,,,,,,
359643,QB,Kyle McCord,2021,Ohio State,OHST,38,25,416,0.658,2,2,9,-16,0,,,,,,,,,,,,,,,,,,,,,,1,0
359643,QB,Kyle McCord,2022,Ohio State,OHST,20,16,190,0.8,1,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,1,0
359643,QB,Kyle McCord,2023,Ohio State,OHST,348,229,3170,0.658,24,6,32,-65,0,,,,0,0,0,1,1,0,,0,,,,,,,,,,,3,3
359643,QB,Kyle McCord,2024,Syracuse,NYSY,592,391,4779,0.66,34,12,67,-65,3,,,,,,,,,,,,,,,,,,,,,,5,0
359846,WR,Dominic Lovett,2021,Missouri,MOUN,,,,,,,4,40,1,26,0,173,0,0,0,1,1,0,,0,,,,,,,,,,,1,0
359846,WR,Dominic Lovett,2022,Missouri,MOUN,,,,,,,7,6,0,56,3,846,,,,,,,,,,,,,,-4,-4,1,0,-4,1,0
359846,WR,Dominic Lovett,2023,Georgia,GAUN,,,,,,,,,,54,4,613,,,,,,,,,,,,,,,,,,,,
359846,WR,Dominic Lovett,2024,Georgia,GAUN,,,,,,,,,,59,6,607,,,,,,,,,,,,,,,,,,,2,1
360059,OT,Kilian Zierer,2022,Auburn,ALAU,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
360150,IB,Francisco Mauigoa,2021,Washington State,WAST,,,,,,,,,,,,,0,0,0,10,17,0.5,,0,,,,,,,,,,,,
360150,IB,Francisco Mauigoa,2022,Washington State,WAST,,,,,,,,,,,,,1,1,3.5,34,60,5.5,1,1,,,,,,,,,,,0,0
360150,IB,Francisco Mauigoa,2023,Miami,FLMI,,,,,,,,,,,,,3,6,7.5,45,78,16.5,1,0,,,,,,,,,,,,
360150,IB,Francisco Mauigoa,2024,Miami,FLMI,,,,,,,,,,,,,5,5,2,51,96,11,1,0,,,,,,,,,,,,
360225,WR,Jimmy Horn Jr.,2021,South Florida,FLSO,,,,,,,5,12,0,30,1,408,,,,,,,,,12.7,25,9,0,114,,,,,,2,1
360225,WR,Jimmy Horn Jr.,2022,South Florida,FLSO,,,,,,,9,95,1,37,3,551,0,0,0,0,0,0,,1,29.9,89,7,1,209,,,,,,,
360225,WR,Jimmy Horn Jr.,2023,Colorado,COUN,1,1,30,1,1,0,2,18,0,58,6,567,0,0,0,0,1,0,,0,24.7,57,7,0,173,2.6,12,7,0,18,,
360225,WR,Jimmy Horn Jr.,2024,Colorado,COUN,,,,,,,1,3,0,37,1,441,0,0,0,1,1,0,,0,19.1,61,11,0,210,10.3,27,7,0,72,2,0
360413,WR,Tejhaun Palmer,2021,UAB,ALBI,,,,,,,,,,6,0,72,,,,,,,,,,,,,,,,,,,,
360413,WR,Tejhaun Palmer,2022,UAB,ALBI,,,,,,,,,,30,2,479,0,0,0,1,1,0,,0,,,,,,,,,,,,
360413,WR,Tejhaun Palmer,2023,UAB,ALBI,,,,,,,,,,47,7,858,0,0,0,1,1,0,,0,,,,,,,,,,,2,1
360521,DC,Mychal Victor,2021,UNLV,NVLV,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,,
360521,DC,Mychal Victor,2022,Alabama State,ALST,,,,,,,,,,,,,0,0,0,4,4,0,1,0,,,,,,,,,,,,
360521,DC,Mychal Victor,2023,Alabama State,ALST,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,0
360774,WR,Konata Mumpfield,2021,Akron,OHAK,1,0,0,0,0,0,,,,63,8,751,0,0,0,1,1,0,,0,,,,,,4.7,9,3,0,14,2,1
360774,WR,Konata Mumpfield,2022,Pittsburgh,PAPT,,,,,,,1,3,0,58,1,551,0,0,0,1,1,0,,0,,,,,,-2,-2,1,0,-2,1,0
360774,WR,Konata Mumpfield,2023,Pittsburgh,PAPT,,,,,,,1,15,0,44,5,576,0,0,0,1,1,0,,0,20,20,1,0,20,,,,,,1,1
360774,WR,Konata Mumpfield,2024,Pittsburgh,PAPT,,,,,,,,,,52,5,813,,,,,,,,,,,,,,2,2,1,0,2,1,1
361048,DT,Kyonte Hamilton,2021,Rutgers,NJRU,,,,,,,,,,,,,0,0,0,9,21,2.5,,0,,,,,,,,,,,,
361048,DT,Kyonte Hamilton,2022,Rutgers,NJRU,,,,,,,,,,,,,0,2,1,8,22,2.5,,0,,,,,,,,,,,,
